State_Name,State_District_Name,Population_Rural,Population_Urban,Children Received Polio Birth Rural,Children Received Polio Birth Urban,Children Did Not Receive Any Vaccination Rural,Children Did Not Receive Any Vaccination Urban,Children Received Measles Vaccine Rural,Children Received Measles Vaccine Urban,Children Fully Immunized Rural,Children Fully Immunized Urban,Children Received Bcg Rural,Children Received Bcg Urban,Diarrhoea Dysentery Male Rural,Diarrhoea Dysentery Male Urban,Diarrhoea Dysentery Female Rural,Diarrhoea Dysentery Female Urban,Respiratory Infection Male Rural,Respiratory Infection Male Urban,Respiratory Infection Female Rural,Respiratory Infection Female Urban,Fever Male Rural,Fever Male Urban,Fever Femal Rural,Fever FemaleUrban,Acute Illness Male Rural,Acute Illness Male Urban,Acute Illnes Female Rural,Acute Illness Female Urban,Acute Illness And Treatment From Any Source Rural,Acute Illness And Taking Treatment From Any Source Urban,Acute Illness And Taking Treatment From Any Source Male Rural,Acute Illness And Taking  Treatment From Any Source  Male Urban,Acute Illness And Taking Treatment From Any Source Female Rural,Acute Illness And Taking Treatment From Any Source Female Urban,Acute Illness And Taking Treatment From Government Source Person Rural,Acute Illness And Taking Treatment From Government Person Urban,Acute Illness And Taking Treatment From Government Male Rural,Acute Illness And Taking Treatment From Government Sourc Male Urban,Acute Illness An Taking Treatment From Governmen FemaleRural,Acute Illness And Taking Treatment From Government Female Urban,Women Aware Of Hiv And Aids Rural,Womene Aware Of Hiv And Aids Urban,Women Aware Of Rti And Sti Rural,Women Aware Of Rti And Sti Urban,Women Aware Of Haf Ors And Ort And Zinc And Rural,Women Aware Of Haf Ors And Ort And Zinc And Urban,Women Aware Of Ari And  Pneumonia Rural,Women Aware Of Ari And  Pneumonia Urban
Assam,Barpeta,60293,4313,67.2,74.5,4.2,5.5,76.7,71.8,61.9,63.6,93.4,94.5,792,516,734,797,252,282,349,149,2693,2864,2772,2390,4002,3756,4210,3735,95.6,98.1,96.8,98.8,94.4,97.3,34.7,25.7,34.8,25.3,34.6,26,63.5,83.2,30.3,31.2,98.8,99.4,88.7,74.2
Assam,Bongaigaon,73899,10113,71.9,91.7,3.5,2.1,79,84.4,52.8,47.9,94.2,95.8,365,220,389,273,633,519,678,483,3081,1038,3250,1556,4534,1876,4978,2565,96,93.5,96.3,93.6,95.6,93.4,47.8,40.6,50.1,51.1,45.5,32.5,59.8,91.1,46,74.5,99.5,100,89.2,95.2
Assam,Cachar,112171,14987,80.1,91.3,2.6,2.9,80.3,79.9,63.9,67.3,94.1,94.2,3949,1766,3614,1538,4539,3533,4673,4097,10731,8432,9375,11061,20040,14794,18737,17620,91.4,92.7,91.6,91.8,91.3,93.5,27.7,27.9,24.4,17.4,31.1,36.7,71.2,87.1,77.2,87.8,98.4,91.6,88.1,81.8
Assam,Darrang,28256,792,75.7,NA,5.4,NA,71.1,NA,56.1,NA,93,NA,271,NA,312,NA,444,NA,471,NA,1837,NA,2375,NA,3143,NA,3779,NA,94.2,NA,95.4,NA,93.2,NA,54.6,NA,54.5,NA,54.7,NA,77.8,NA,84.6,NA,98.9,NA,94.6,NA
Assam,Dhemaji,66537,8914,78.5,78.6,7.6,6,77,83,65.9,75.8,91.4,93.1,607,525,648,414,1599,1553,1725,1609,2496,2626,2891,3120,5438,5685,6292,6386,90.3,94.5,91.3,95.6,89.4,93.5,56,42.9,56.7,41.6,55.4,44.1,82.2,92.7,59.8,65.3,97,98.5,90.6,89.1
Assam,Dhubri,46337,4655,59.1,88.3,8.4,2.9,59.9,84.5,46.9,66,89.2,96.1,848,438,799,504,810,394,586,596,3016,1971,3522,1787,5125,3898,5575,3621,96.3,91.7,96.2,94.4,96.4,88.6,24.2,47.4,24.3,45.2,24.1,50,46.2,97.9,23.9,35,98.5,99.8,89.1,98.5
Assam,Dibrugarh,76433,20835,93.3,95.4,0.9,0.7,92.7,94.7,81.5,85.8,97.3,98.5,1628,1063,1535,957,7971,7608,9236,9277,6189,2520,6912,2367,16372,11535,18583,13317,83.3,83.3,83.8,86.5,82.9,80.3,51.8,33.2,51.2,32.1,52.3,34.3,89.6,97.6,75.6,83.3,99,99.5,96.3,94.8
Assam,Goalpara,70273,5617,71.7,78,4.6,2.8,72.4,68.9,47.3,37.3,91.8,92.1,1056,284,1556,732,431,319,653,270,2912,1774,3218,2120,4822,2945,5966,3624,96.3,97.7,96.4,97.6,96.3,97.9,54.6,54.9,54.7,55.6,54.4,54.3,72.7,80,52.5,64.2,97.4,99,91.9,92.7
Assam,Golaghat,64579,7586,80,84.4,1.1,4,89.5,87.6,69.2,71.6,96.7,95.5,2083,1966,2220,1790,9529,6456,10431,7388,5083,2949,4497,2870,17028,11583,17527,12219,87.2,83,88.7,81.9,85.6,84.4,54.6,41.4,55.8,41.7,53.3,41,82.4,95.4,92.9,98.8,91.3,99.4,92.1,94.6
Assam,Hailakandi,11986,1906,78.9,NA,7.9,NA,78.3,NA,67.6,NA,88.7,NA,4222,NA,3701,NA,13004,NA,13308,NA,2156,NA,2542,NA,19610,NA,19810,NA,91.3,NA,94.3,NA,88.2,NA,27.1,NA,24.9,NA,29.6,NA,94.9,NA,81.9,NA,98.8,NA,98.2,NA
Assam,Jorhat,136355,36603,84.1,87.8,1.3,1.2,90.3,90.6,71.8,67.2,96.8,97.3,1920,1429,2109,1604,10952,9188,11575,11551,3139,2596,3875,2859,16968,14017,18753,16890,84.7,92.2,86.8,90.8,82.7,93.4,42.1,18.1,44.2,13.9,40.1,21.6,79.7,92.3,94,97.4,97.6,97.7,91.3,91.7
Assam,Kamrup,97320,69962,84.8,87.7,0.9,1.9,87.1,90,59.1,71.6,97.9,97.6,739,489,843,484,560,393,739,459,3153,2105,3587,2555,5006,3491,5821,4225,96.5,91.9,96.7,92.4,96.3,91.5,57.2,26.8,58.1,25.4,56.3,28,80.5,95.6,42.7,81.2,99,99.6,60.8,71.3
Assam,Karbi Anglong,52081,14079,66.8,81.7,7.5,0.2,83.9,90.2,72.9,67.7,89.3,97.8,2007,968,1768,989,9605,11141,10398,11326,3800,2934,4006,3368,15584,15162,16370,15837,90.4,96.3,93.5,97.4,87.3,95.2,30.3,43.2,31.3,40.3,29.3,46.2,73.9,92.4,62.2,72.9,92,91.6,92.8,82.2
Assam,Karimganj,30062,1826,79.9,NA,7.4,NA,74,NA,65.3,NA,88.1,NA,3418,NA,3320,NA,9237,NA,9294,NA,5841,NA,6160,NA,18792,NA,19111,NA,86.3,NA,86,NA,86.5,NA,12.1,NA,13.4,NA,10.9,NA,66.5,NA,58.3,NA,98,NA,67.2,NA
Assam,Kokrajhar,17284,1745,76.4,NA,2.8,NA,84.9,NA,58.7,NA,96,NA,347,NA,431,NA,3245,NA,3457,NA,718,NA,566,NA,4617,NA,4927,NA,96.3,NA,97.4,NA,95.2,NA,56.5,NA,57.3,NA,55.7,NA,72.2,NA,50.9,NA,99.6,NA,95.9,NA
Assam,Lakhimpur,24900,3813,91.4,NA,1.7,NA,87.7,NA,64.2,NA,97.9,NA,660,NA,696,NA,341,NA,385,NA,1998,NA,2499,NA,4167,NA,4981,NA,95,NA,96,NA,94.2,NA,56.5,NA,63.5,NA,50.2,NA,76.7,NA,55.3,NA,98.3,NA,80.9,NA
Assam,Marigaon,131142,5128,70.9,89.4,3.3,1.9,82.6,87.5,66,72.5,93.6,96.9,706,834,743,419,70,199,79,84,2635,5125,2872,6038,4364,7986,4849,9099,94.5,96.9,95.1,97,94,96.8,64.2,30.9,63.2,28.7,65.1,32.9,79.9,91,46.7,54.4,98.3,99.4,83.2,92
Assam,Nagaon,77051,11073,67.3,82.3,6.2,2.5,68.1,71.3,51.8,56.6,88.1,94.9,2303,1551,2266,1187,16144,17591,16675,19801,3096,383,2575,498,22133,20201,22237,22329,91.5,90.1,92,91.1,91,89.2,21.6,27.1,23.4,28.6,19.7,25.7,67.6,85.9,96.3,86.4,99.2,99.1,81.2,86.6
Assam,Nalbari,21280,1480,90.7,NA,1.7,NA,88,NA,67.8,NA,98,NA,678,NA,636,NA,699,NA,658,NA,2229,NA,2782,NA,4470,NA,5250,NA,96.6,NA,96.8,NA,96.4,NA,62.8,NA,64.2,NA,61.7,NA,83.1,NA,65.5,NA,99.1,NA,47.9,NA
Assam,North Cachar Hills,19318,25469,77.5,91,9.4,2.4,70.4,80.7,57.1,55.2,87.2,96,2183,2752,1879,2358,4809,3826,4356,3743,2626,3630,2454,4023,9748,10451,8767,10396,75.4,95.2,73,94.7,78.4,95.7,57.9,69.3,60,66.6,55.5,72,68.3,91.7,51.9,67.2,79.6,86.7,72.4,74.5
Assam,Sibsagar,54214,3758,92.4,92.5,0.8,1.1,93.5,92.5,83.4,84.9,98,97.9,2028,1348,1762,866,7275,6958,7531,8194,2287,3398,3353,2193,11825,11812,12963,11425,87.9,91.4,86.6,91.8,89.1,90.9,38.7,52.2,41.4,49.3,36.1,55.6,94.7,97.8,66.1,85.5,98.2,99.4,91.1,95.4
Assam,Sonitpur,131125,12570,80.7,87.3,2.4,3.1,85.2,83.9,70.9,66.9,95.8,95.2,767,652,783,620,458,191,476,352,1186,1097,1328,1659,2715,2273,2965,2815,93.7,93.6,94.4,94.4,93.2,92.9,39.3,36.4,39.6,38.5,39.1,34.6,67.9,85.8,36.9,63.8,97.2,99.5,74.4,87.3
Assam,Tinsukia,115743,23747,83.9,89.5,1,0.4,90.6,93.9,78.9,80,98.2,99.3,1864,534,2317,718,9343,8595,10647,9117,2730,1153,5111,1270,14243,10545,18398,11352,71.3,86.6,68.3,90.5,73.7,82.7,31.2,31.6,31.3,30.6,31.2,32.7,79.9,96.4,95.9,96.2,96.3,98.6,92.5,98.3
Bihar,Araria,77999,3613,56.5,NA,5.4,NA,66.8,NA,59.9,NA,91,NA,3305,NA,3418,NA,4956,NA,4839,NA,12288,NA,15144,NA,21055,NA,24214,NA,99.4,NA,99.4,NA,99.3,NA,2.5,NA,2.5,NA,2.5,NA,88.4,NA,66.3,NA,97.9,NA,96.4,NA
Bihar,Aurangabad,58263,4805,85.8,82.3,1.7,3.4,83.4,77.7,79.2,73.1,96.9,94.3,596,306,526,325,1741,1485,1192,1577,3573,3886,3978,3803,9758,9039,10407,9508,96.3,95.9,96.6,97.1,96,94.6,3.9,4.3,3.4,4,4.4,4.6,82.2,82.2,67.6,67,98.6,99.4,99.1,100
Bihar,Banka,78689,2756,82.9,NA,1.8,NA,81.7,NA,65.9,NA,96.2,NA,405,NA,440,NA,3013,NA,2747,NA,5639,NA,6283,NA,11255,NA,12030,NA,92.5,NA,93,NA,92.1,NA,3.6,NA,3.7,NA,3.5,NA,49.5,NA,93.6,NA,100,NA,100,NA
Bihar,Begusarai,89013,3229,80.5,NA,1.6,NA,77.1,NA,63.8,NA,96.9,NA,962,NA,911,NA,4537,NA,5135,NA,7804,NA,7714,NA,16927,NA,17883,NA,97.1,NA,97.2,NA,96.9,NA,7.2,NA,7.4,NA,7,NA,62,NA,93.2,NA,100,NA,99,NA
Bihar,Bhagalpur,65856,8127,85.8,85.4,1.5,3.9,81.6,79,67.3,72.7,97.2,95.6,319,336,350,136,2054,7896,1976,6933,5074,2256,5528,3973,12576,13872,13838,14661,94.5,87,95.3,84.9,93.8,89.4,5.1,4.3,5.4,3.3,4.7,5.4,52.3,72.2,74.8,68.9,99.3,98.9,99.3,99.5
Bihar,Bhojpur,91547,8724,80.1,83.6,2.9,1.3,77.1,83.2,67.7,69.1,95.8,95.3,259,180,285,140,947,1396,600,1519,2563,2139,2812,2350,5431,5571,5598,5950,98.2,98.9,98.7,98.8,97.8,98.9,5.4,4.2,5.5,3.7,5.3,4.8,75.9,84.4,89.4,80.9,99.5,99.2,98.9,99.1
Bihar,Buxar,95048,5013,79.3,86.7,4.3,6,75.5,78.3,67.7,68.7,94,93.4,185,411,243,533,1850,1850,1548,2531,3639,9204,3784,8502,8140,12388,8193,12963,95.9,93.9,95.8,91,96,96.9,6,5.9,5.9,6.6,6,5.3,54.6,90,92.3,90,100,99.7,99.3,100
Bihar,Darbhanga,81316,2896,33.6,51.5,1.3,1,86.1,95.1,68.6,72.8,97.8,99,2744,1314,2467,1077,8752,12549,7795,13692,9166,5979,10028,6462,21261,26347,20985,27385,95.1,100,95.5,100,94.6,100,1.5,0.1,1.4,0,1.6,0.3,80.5,94.5,76.9,99.8,97.7,100,95,99.4
Bihar,Gaya,42329,8366,76,75.9,2.1,1.6,77.1,65.2,71.5,60.5,95.4,92.5,612,420,624,257,2118,1235,1932,1648,5250,1804,4831,1790,12893,7525,13185,8047,96.9,95.4,97.1,96.2,96.7,94.6,2.1,7.6,2,8.9,2.2,6.4,59.7,71.3,86.4,87.2,99.9,99.9,99.5,100
Bihar,Gopalganj,91371,4332,72.9,75.8,3.8,2,89.9,91.9,74.3,81.9,95.4,98,2166,315,2138,450,4254,4955,4872,4848,4588,3964,5243,4348,11446,9324,12893,9795,99.1,99.5,99.2,99.5,99,99.5,3.4,1.5,3.6,1,3.2,2.1,90.1,85.9,81.4,91.8,100,99.7,95.8,97.4
Bihar,Jamui,46921,2593,77,NA,4.5,NA,64.8,NA,49.8,NA,89.5,NA,374,NA,365,NA,1045,NA,860,NA,4727,NA,5532,NA,8620,NA,9208,NA,93.4,NA,93.7,NA,93.1,NA,2.9,NA,2.7,NA,3.2,NA,71.1,NA,66.5,NA,97.9,NA,97.9,NA
Bihar,Jehanabad,107006,6889,87.3,78.5,1.5,2.6,85.3,71.2,80.4,66.5,98,94.8,280,120,282,90,4409,5088,5149,6028,909,1716,1129,1611,7737,8401,8857,9743,99.1,99.7,99.2,100,99,99.4,3.7,2.5,3.7,2.9,3.7,2.2,79,75.8,84.3,86.5,99.9,100,99.1,100
Bihar,Kaimur (Bhabua),60063,2125,84,NA,1.9,NA,78.2,NA,68.8,NA,96.7,NA,414,NA,392,NA,2328,NA,2115,NA,4685,NA,4790,NA,11468,NA,9234,NA,96.8,NA,97.3,NA,96.1,NA,18.2,NA,27.7,NA,5.9,NA,57.8,NA,91.8,NA,99.7,NA,99.2,NA
Bihar,Katihar,84271,3717,77.3,89.7,5.1,2.8,78.1,84.1,68.5,83.2,93.4,96.3,2270,790,2308,640,4844,3791,5015,4712,9947,9795,10752,10995,17882,14903,18925,16812,96.8,96.2,96.9,95.8,96.7,96.5,4.2,12.4,4.2,12.2,4.3,12.5,84.9,98.2,48.1,48.6,99.4,99.7,97.5,99.4
Bihar,Khagaria,128255,4437,68.3,84,8.4,1.7,87.8,90.8,84.7,87.4,91.1,97.5,2573,169,2673,101,2005,4186,1816,3903,3796,2706,4135,2990,8963,7611,9213,7653,98.3,99.7,98.3,99.4,98.3,100,13,0.9,16.8,1.7,8.8,0,91,99.1,88.5,99.4,100,100,99.9,99.1
Bihar,Kishanganj,57103,4704,61.9,93.4,9.7,0,38.3,63.5,29.7,57.7,85.1,98.5,4201,616,4488,617,4907,4271,5955,4978,14960,15280,17835,18634,24288,20211,28481,24229,99.4,99.7,99.3,99.6,99.4,99.8,1.1,1.5,1.2,1.3,1,1.6,63.6,88.6,75.3,90.6,98,99.9,99.5,98.8
Bihar,Lakhisarai,108830,8664,78.2,74.2,3.1,4.7,76.4,71.9,67.7,63.3,95.5,93.8,413,71,412,406,3975,2680,3194,2659,4849,5917,5228,6121,13342,17415,13250,18752,94.1,99.6,94.1,99.6,94.1,99.6,3.5,2.2,3.3,1.8,3.8,2.7,65.9,67.5,82.4,88.1,100,100,99.2,99.9
Bihar,Madhepura,100899,2626,46.1,NA,1.2,NA,85.9,NA,80.1,NA,97.3,NA,1932,NA,1804,NA,2429,NA,2523,NA,7744,NA,8146,NA,12258,NA,12712,NA,99.1,NA,99.2,NA,99,NA,2.3,NA,2.2,NA,2.5,NA,51.5,NA,47.1,NA,97.4,NA,72.7,NA
Bihar,Madhubani,128092,1316,47.3,NA,4.4,NA,90.5,NA,87.9,NA,95.3,NA,2311,NA,2322,NA,6904,NA,6756,NA,5934,NA,6290,NA,15919,NA,16464,NA,94.5,NA,94.7,NA,94.3,NA,11.9,NA,11.5,NA,12.2,NA,82.7,NA,65.8,NA,94.1,NA,92.6,NA
Bihar,Munger,77808,17036,83.6,85,1.1,0.8,86.1,86,74.3,74.7,98.2,97.5,228,140,165,91,1128,631,1184,754,3649,3587,4162,3972,9331,6789,10100,7740,88.8,94.4,89,93.8,88.5,95,4.6,4.1,4.1,3.7,5,4.6,61.3,80.4,88.7,82,99.2,100,99.3,99.7
Bihar,Muzaffarpur,103139,4252,71.4,86.6,2.3,2.1,86.1,86.6,65,51.5,96.5,97.9,2859,1375,2767,1489,5077,5866,5088,6314,7200,2062,7241,3439,15733,9395,15754,11396,99.4,99.5,99.4,99.5,99.4,99.5,5.9,3.3,6.3,2.5,5.5,4.1,83,100,70.8,82.7,99.5,100,95.5,97.7
Bihar,Nalanda,72727,7910,85.9,88.7,1.8,2.9,82.6,82.2,75.8,69.1,97.4,92,823,412,863,526,6043,9240,5589,9936,2186,3298,2323,3378,14300,15779,15156,17251,98.4,99.1,98.4,99.5,98.3,98.6,4,1.2,4.1,1.5,4,0.9,76.3,86.7,87.4,84.8,100,99.4,100,98.5
Bihar,Nawada,67568,4176,81.3,78.6,1.9,2.1,79.7,79.3,72.6,77.9,96.1,92.9,643,555,681,932,2766,1462,2218,2536,2492,1513,3082,2588,10951,7716,12340,12474,96.3,98.7,96,99.3,96.6,98.3,2.5,1.8,2,2,2.9,1.7,64.4,56.2,78,66.8,98.8,99.2,99.6,100
Bihar,Pashchim Champaran,47113,2501,72.7,72.9,5.8,2.4,74.5,81.2,52.9,68.2,93.9,97.6,3492,1289,3644,1322,7163,5231,7806,5374,12350,7885,13828,8458,23064,14708,25395,15419,99.8,100,99.8,100,99.8,100,6.4,2.7,5.6,1.5,7.1,4,86.8,99.8,65.6,66.5,99.3,100,99,100
Bihar,Patna,93687,47517,81.3,87.4,1.7,1.6,79.3,87.8,74.1,79.4,97.3,97.5,174,243,131,271,6029,2585,6497,2266,1495,2195,1602,2755,8541,6758,9209,7584,98.5,99,98.5,99,98.6,99.1,1.6,4.7,1.6,4.4,1.7,4.9,77.6,91.4,77.9,76.4,100,100,100,99.4
Bihar,Purba Champaran,86127,4863,61.4,NA,10,NA,65.3,NA,42.4,NA,85.5,NA,4505,NA,4936,NA,7070,NA,6940,NA,12533,NA,13198,NA,24303,NA,25459,NA,99.6,NA,99.7,NA,99.5,NA,9.4,NA,9.1,NA,9.7,NA,85.4,NA,86.8,NA,100,NA,99.2,NA
Bihar,Purnia,44326,4589,53.2,NA,2.4,NA,85.3,NA,81.9,NA,96.2,NA,5464,NA,5578,NA,13169,NA,14652,NA,7987,NA,9629,NA,26715,NA,29954,NA,99.7,NA,99.6,NA,99.7,NA,2,NA,1.9,NA,2.1,NA,64.1,NA,44.8,NA,96.2,NA,82.6,NA
Bihar,Rohtas,65401,7242,93.3,81.9,2.7,3.6,77.3,77.9,70.4,69.8,95.8,95.7,281,452,305,358,3353,9189,3919,8179,4854,2799,5167,3881,11989,14391,13455,13970,96.5,94.6,96.5,93.7,96.4,95.5,7,5.6,6.7,6.1,7.3,5.1,58.9,68.4,70.8,74.2,99.7,100,99.3,99.9
Bihar,Saharsa,65945,6620,44.3,81.5,3.4,3.1,84.5,71.8,77.4,50.8,95.4,96.9,3594,2119,3746,1815,2462,2925,2095,1848,10390,4597,11410,4851,16606,9791,17380,8647,99.2,96.6,99.1,97.9,99.3,95,2.3,5.6,2.2,5.3,2.4,6,58.8,77.8,51.8,79.3,97.4,99.5,91.1,99.5
Bihar,Samastipur,84410,2203,66,NA,3.1,NA,91.7,NA,84.6,NA,96.5,NA,2782,NA,2430,NA,4331,NA,4363,NA,5240,NA,5466,NA,12591,NA,13018,NA,99.6,NA,99.7,NA,99.5,NA,3.5,NA,3.4,NA,3.6,NA,88,NA,80.8,NA,100,NA,99.6,NA
Bihar,Saran,73074,6007,56,59.5,5.6,1.9,86.2,79,80.6,71.9,93.4,98.1,1688,337,1691,350,2606,2424,2442,2553,5372,1279,5549,1504,10051,4310,10164,4897,99.7,97,99.7,96.9,99.6,97.1,9.9,2.7,14,3.2,5.9,2.2,88.3,98.7,94.6,98.5,100,99.6,99.9,100
Bihar,Sheikhpura,61398,6092,85.5,87.1,1.7,2,83.1,80.2,78.7,73.8,96.5,94.6,376,529,350,1086,5402,6735,4481,7889,2124,4156,2224,5448,12608,15784,12603,20224,97,98.7,97.3,99,96.6,98.5,3.9,6.6,3.8,7,4,6.2,67.3,69.2,91.9,90.7,100,100,99.7,100
Bihar,Sheohar,69401,2289,32.7,NA,4,NA,81.2,NA,69.7,NA,93.6,NA,3980,NA,4024,NA,9455,NA,9137,NA,14118,NA,15280,NA,28026,NA,29101,NA,99.7,NA,99.7,NA,99.6,NA,2.9,NA,2.9,NA,2.8,NA,83.5,NA,71.5,NA,96.6,NA,99.8,NA
Bihar,Sitamarhi,67274,4166,40.2,NA,5.9,NA,77.6,NA,68.2,NA,92.5,NA,5038,NA,5342,NA,13483,NA,11989,NA,8911,NA,9946,NA,27733,NA,27648,NA,99.8,NA,99.8,NA,99.7,NA,2.6,NA,2.4,NA,2.7,NA,91.4,NA,80.3,NA,99.3,NA,99.8,NA
Bihar,Siwan,137164,11261,67.7,86.9,4.1,6.5,91.3,88.5,75.9,81.5,95.3,93.2,1495,537,1378,773,1510,1956,1693,2073,2593,5660,2534,5635,5998,8222,6029,8519,99.5,99.8,99.5,99.6,99.5,100,20.6,3.4,16.3,3.4,25,3.3,85.8,99.2,91,87.8,100,99.8,93.7,99.6
Bihar,Supaul,92714,3233,49.3,NA,3,NA,82.1,NA,72.6,NA,94,NA,2360,NA,2015,NA,3328,NA,3588,NA,6125,NA,7233,NA,12451,NA,13670,NA,97.8,NA,97.7,NA,97.9,NA,6.3,NA,6.2,NA,6.5,NA,52.7,NA,46.7,NA,95.9,NA,73.7,NA
Bihar,Vaishali,91759,3072,70.6,89.7,3.6,1.5,87.2,88.2,76.2,82.4,95.9,98.5,1556,1039,1526,1249,6229,1429,6208,2792,7978,2273,9191,3159,15871,4740,17050,7201,99.4,100,99.6,100,99.1,100,4.8,30.4,5.5,41.1,4,22.4,93.5,100,92.5,98.8,100,100,99.5,100
Chhattisgarh,Bastar,64521,7010,92.42,93.44,3.42,1.64,87.3,92.35,82.08,87.98,95.84,97.81,1131.28,251.96,1087.45,408.16,880.51,615.9,900,932.94,1747.56,1623.74,2054.83,2244.9,4473.7,3527.44,4949.57,4606.41,99.84,97.89,99.86,97.62,99.83,98.1,69.56,61.51,70.9,64.23,68.34,59.35,72.51,94.42,61.45,90.46,99.27,99.4,74.28,93.99
